i,a,b,title,type,year,final,motivo,evidencia,flags
8868,Graham Kendrick,Don Moen,Shine Jesus Shine,live,1995,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: Shine Jesus Shine é de Graham Kendrick, não colab com Don Moen","umcdiscipleship/Wikipedia: 'Shine Jesus Shine' é composição de Graham Kendrick; Don Moen a gravou à parte, sem gravação conjunta encontrada",
8869,Robin Mark,Don Moen,Days of Elijah,live,2000,SUSPEITA,"Days of Elijah é de Robin Mark, colab ao vivo com Moen incerta",,
8870,Brian Doerksen,Paul Baloche,Faithful One,song,2000,SUSPEITA,colab Doerksen/Baloche não recordada,,
8871,Dennis Jernigan,Don Moen,Who You Are,song,1996,SUSPEITA,colab Jernigan/Moen não recordada,,
8873,Sandi Patty,Amy Grant,I Believe in You,song,2000,SUSPEITA,colab Sandi Patty/Amy Grant não recordada,,
8874,Bill Gaither,Gloria Gaither,He Touched Me,album,1991,SUSPEITA,"Gaither casal, atribuição de álbum incerta",,
8875,Gaither Vocal Band,Bill Gaither,Through the Years,live,2004,SUSPEITA,"Bill Gaither lidera o grupo, pareamento redundante",,
8876,Guy Penrod,Gaither Vocal Band,The Old Rugged Cross,song,2002,SUSPEITA,"Guy Penrod foi vocalista do GVB, atribuição incerta",,
8877,Mark Lowry,Gaither Vocal Band,Mary Did You Know,song,1991,SUSPEITA,"Mary Did You Know de Mark Lowry com GVB, crédito de colab incerto",,
8878,David Phelps,Gaither Vocal Band,End of the Beginning,song,2000,SUSPEITA,"David Phelps foi do GVB, atribuição incerta",,
8879,Karen Peck,Gaither Vocal Band,Step into the Water,song,2003,SUSPEITA,Karen Peck pareamento com GVB não recordado,,
8880,Greater Vision,Gaither Vocal Band,Still Holding On,song,2006,SUSPEITA,colab Greater Vision/GVB não recordada,,
8881,Gold City,Greater Vision,Old-Fashioned Praise,live,2005,SUSPEITA,colab Gold City/Greater Vision não recordada,,
8882,Triumphant Quartet,Ernie Haase & Signature Sound,Champion of Love,live,2009,SUSPEITA,"Champion of Love ligado a EHSS, colab incerta",,
8883,Ernie Haase & Signature Sound,Gaither Vocal Band,It Is Finished,song,2007,SUSPEITA,colab EHSS/GVB não recordada com firmeza,,
8884,Ivan Parker,Greater Vision,I Know a Man Who Can,live,2004,SUSPEITA,colab Ivan Parker/Greater Vision não recordada,,
8885,Jason Crabb,Gaither Vocal Band,Through the Fire,song,2009,SUSPEITA,colab Jason Crabb/GVB não recordada,,
8886,Charles Billingsley,Third Day,More,song,2008,SUSPEITA,pareamento Billingsley/Third Day não recordado,,
8887,Wes Hampton,Gaither Vocal Band,Loving God Loving Each Other,song,2007,SUSPEITA,"Wes Hampton foi do GVB, atribuição incerta",,
8888,Kim Walker-Smith,Bethel Music,Calling Out to You,song,2017,SUSPEITA,"faixa Bethel/Jesus Culture, crédito incerto",,
8889,Kalley Heiligenthal,Bethel Music,Take Courage,song,2018,SUSPEITA,"Take Courage é de Kalley/Bethel, atribuição incerta",,
8890,Leeland,Bethel Music,Way Maker,live,2020,SUSPEITA,"Way Maker cover do Leeland sob Bethel, crédito incerto",,
8892,Gateway Worship,Travis Greene,You Are Good,live,2017,SUSPEITA,"You Are Good título genérico, colab Gateway/Travis Greene incerta",,
8893,Gateway Worship,Israel Houghton,Keep Making Me,song,2011,SUSPEITA,"Keep Making Me ligado a Israel Houghton, colab com Gateway incerta",,
8894,Tommy Walker,Don Moen,He Knows My Name,song,2001,SUSPEITA,"He Knows My Name é de Tommy Walker, colab com Moen incerta",,
8895,Lincoln Brewster,Chris Tomlin,Made to Worship,song,2007,SUSPEITA,"Made to Worship é de Chris Tomlin, colab com Brewster incerta",,
8896,Hosanna! Music,Don Moen,God Is Good All the Time,live,1993,SUSPEITA,"selo Hosanna!/Integrity com Moen, crédito incerto",,
8897,Integrity Music,Paul Baloche,Open the Eyes of My Heart,album,1997,SUSPEITA,"Open the Eyes é de Paul Baloche sob Integrity, atribuição incerta",,
8898,Steve Fee,Chris Tomlin,All Because of Jesus,song,2007,SUSPEITA,"All Because of Jesus é do Steve Fee, colab com Tomlin incerta",,
8899,Vertical Worship,Elevation Worship,The Gospel,song,2019,SUSPEITA,colab Vertical/Elevation não recordada,,
8900,North Point Worship,Passion,Nothing but the Blood,live,2018,SUSPEITA,colab North Point/Passion não recordada,,
8901,Life.Church Worship,Elevation Worship,Holy Spirit,song,2017,SUSPEITA,"Holy Spirit ligado a Bryan/Katie Torwalt, crédito incerto",,
8902,Passion,Chris Tomlin,White Flag,song,2012,SUSPEITA,"White Flag é de Passion/Tomlin, crédito redundante incerto",,
8903,Passion,Kristian Stanfill,Forever Reign,song,2011,SUSPEITA,"Forever Reign cover Passion/Stanfill, crédito incerto",,
8904,Louie Giglio,Passion,Indescribable,live,2004,SUSPEITA,"Louie Giglio é orador do Passion, pareamento incerto",,
8905,Alex Boyé,BeBe Winans,I Love Him Too Much,song,2014,SUSPEITA,colab Alex Boyé/BeBe Winans não recordada,,
8906,Alex Boyé,Sinach,Praise Him,song,2020,SUSPEITA,colab Alex Boyé/Sinach não recordada,,
8907,Mali Music,Jonathan McReynolds,Beautiful,song,2015,SUSPEITA,colab Mali Music/McReynolds não recordada com firmeza,,
8908,Pastor Chris Oyakhilome,Sinach,Greater Than Greater,song,2018,SUSPEITA,pareamento Pastor Chris/Sinach plausível mas não recordado,,
8909,Prospa Ochimana,Dunsin Oyekan,El Elyon,song,2019,SUSPEITA,colab Prospa Ochimana/Dunsin Oyekan não recordada,,
8910,Seth Mosley,TobyMac,Unstoppable,song,2013,SUSPEITA,"Seth Mosley é produtor/compositor, não recordo single creditado com TobyMac",,
8911,Seth Mosley,for KING & COUNTRY,It's Not Over Yet,song,2014,SUSPEITA,"'It's Not Over Yet' é do for KING & COUNTRY; Mosley como produtor, não dupla creditada",,
8912,Hawk Nelson,Newsboys,We Are the Free,song,2014,SUSPEITA,não recordo feature direto Hawk Nelson com Newsboys nessa faixa,,
8913,Scott Stapp,Audio Adrenaline,With Arms Wide Open,live,2005,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: 'With Arms Wide Open' é do Creed; ao vivo Stapp com Audio Adrenaline improvável",'With Arms Wide Open' é do Creed/Scott Stapp; nenhuma performance ao vivo com Audio Adrenaline encontrada (busca inconclusiva),
8914,Christy Wimber,Shane & Shane,Let Your Spirit Come,song,2012,SUSPEITA,não consigo confirmar essa colaboração de worship,,
8915,Ryan Ellis,Bethel Music,Go Wild,song,2019,SUSPEITA,Ryan Ellis ligado à Bethel mas não recordo faixa 'Go Wild',,
8916,NF,Lecrae,Story,song,2021,SUSPEITA,não recordo feature NF com Lecrae intitulado 'Story',,
8917,Commissioned,Fred Hammond,My Life Is in Your Hands,song,1999,SUSPEITA,'My Life Is in Your Hands' associada a Kirk Franklin/CeCe; dupla incerta,,
8918,Walter Hawkins,Edwin Hawkins,Thank You,song,1990,SUSPEITA,irmãos Hawkins gospel; 'Thank You' incerto como dueto creditado,,
8919,Tramaine Hawkins,The Clark Sisters,Goin Up Yonder,live,1994,SUSPEITA,'Goin Up Yonder' é de Walter Hawkins; ao vivo dessa dupla incerto,,
8920,Louie Giglio,Chris Tomlin,Indescribable,song,2003,SUSPEITA,Giglio coautor com Tomlin em 'Indescribable' mas crédito de dupla incerto,,
8922,Marty Sampson,Hillsong Worship,From the Inside Out,song,2005,SUSPEITA,"'From the Inside Out' é de Joel Houston/Hillsong, não Marty Sampson",,
8923,Martin Smith,Matt Redman,King of Fools,song,1998,SUSPEITA,'King of Fools' é do Delirious?; dupla Smith/Redman incerta,,
8924,Carrie Underwood,Lauren Daigle,Nothing Is Wasted,feature,2023,SUSPEITA,não recordo feature documentado Carrie Underwood com Lauren Daigle,,
8925,Kanye West,Kirk Franklin,Closed on Sunday,song,2019,SUSPEITA,'Closed on Sunday' é do Kanye (Jesus Is King); feature creditado de Kirk Franklin incerto,,
8927,Mary J. Blige,CeCe Winans,Holy Spirit Come Fill This Place,feature,2019,SUSPEITA,não recordo essa faixa específica Mary J. Blige com CeCe Winans,,
8928,Clairo,Cuco,Drown,song,2019,SUSPEITA,Clairo e Cuco do mesmo nicho mas 'Drown' incerto como dueto,,
8929,Clairo,Rex Orange County,Always,song,2019,SUSPEITA,não recordo faixa 'Always' de Clairo com Rex Orange County,,
8930,Clairo,Rostam,Bags (Live Session),live,2019,SUSPEITA,'Bags' é da Clairo; sessão ao vivo com Rostam incerta,,
8932,Clairo,Omar Apollo,Feeling Good Today,song,2022,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico; sem colaboração documentada Clairo×Omar Apollo",Nenhuma faixa 'Feeling Good Today' com Clairo×Omar Apollo encontrada (busca inconclusiva),
8933,beabadoobee,Charli XCX,Little Things (Remix),song,2022,SUSPEITA,remix incerto; não confirmo beabadoobee com Charli XCX,,
8934,beabadoobee,Dominic Fike,Talk,song,2020,SUSPEITA,não recordo 'Talk' como dueto beabadoobee×Dominic Fike,,
8939,Rex Orange County,Rostam,Pluto Projector (Session),live,2019,SUSPEITA,'Pluto Projector' é do Rex; sessão com Rostam incerta,,
8941,Cuco,Still Woozy,Feels Good,song,2020,SUSPEITA,não recordo 'Feels Good' como dueto Cuco×Still Woozy,,
8942,Omar Apollo,Daniel Caesar,Invincible (Remix),song,2022,SUSPEITA,remix incerto Omar Apollo com Daniel Caesar,,
8944,Dominic Fike,Still Woozy,Westcoast Indie,song,2020,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Westcoast Indie'; fabricação",AllMusic/Wikipedia não mostram faixa oficial Dominic Fike×Still Woozy; 'Westcoast Indie' sem registro (busca inconclusiva),
8946,Still Woozy,Conan Gray,Bedroom Pop Friends,song,2020,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Bedroom Pop Friends'; fabricação",Wikipedia lista de músicas de Conan Gray não mostra colab com Still Woozy; 'Bedroom Pop Friends' sem registro (busca inconclusiva),
8947,Conan Gray,mxmtoon,Growing Pains Duet,song,2019,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Growing Pains Duet'; fabricação",Wikipedia/Fandom não mostram duet Conan Gray×mxmtoon; 'Growing Pains Duet' sem registro (busca inconclusiva),
8949,Girl in Red,Muna,I Wanna Be Your Girlfriend (Remix),song,2021,SUSPEITA,remix incerto girl in red com Muna,,
8952,Gus Dapperton,Still Woozy,Nothing New,song,2020,SUSPEITA,'Nothing New' é do Gus Dapperton; dueto com Still Woozy incerto,,
8953,Sufjan Stevens,Bon Iver,Holocene Session,live,2012,SUSPEITA,'Holocene' é do Bon Iver; sessão ao vivo com Sufjan incerta,,
8954,Sufjan Stevens,Adrianne Lenker,Folk Scene Feature,song,2019,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Folk Scene Feature'; fabricação","Line of Best Fit: ambos gravaram no estúdio de Sam Evian, mas sem faixa creditada 'Folk Scene Feature'",
8955,Bon Iver,Phoebe Bridgers,Moon Song (Session),live,2020,SUSPEITA,'Moon Song' é da Phoebe Bridgers; sessão com Bon Iver incerta,,
8956,Bon Iver,Moses Sumney,Fall Creek Boys Choir Session,live,2017,SUSPEITA,'Fall Creek Boys Choir' é Bon Iver×James Blake; sessão com Moses Sumney incerta,,
8960,100 gecs,Charli XCX,Ringtone (Remix),song,2019,SUSPEITA,remix 'Ringtone' do 100 gecs teve várias versões; com Charli XCX incerto,,
8962,100 gecs,A. G. Cook,Gec 2 U (Remix),song,2020,SUSPEITA,'Gec 2 U' remix existe (1000 gecs remixes) com A.G. Cook; incerto exatamente,,
8965,Charli XCX,SOPHIE,Out 1000%,ep,2017,SUSPEITA,'Vroom Vroom' EP foi com SOPHIE; 'Out 1000%' como EP creditado incerto,,
8971,SOPHIE,Arca,Experimental Pop Feature,song,2016,SUSPEITA,SOPHIE e Arca ligadas à cena experimental; faixa creditada incerta,,
8973,A. G. Cook,Hannah Diamond,Every Night,song,2014,SUSPEITA,"A.G. Cook produziu Hannah Diamond (PC Music); 'Every Night' é dela, dupla incerta",,
8975,Caroline Polachek,Rostam,So Hot You're Hurting My Feelings (Remix),song,2019,SUSPEITA,'So Hot You're Hurting My Feelings' é da Caroline Polachek; remix com Rostam incerto,,
8976,Caroline Polachek,Perfume Genius,Art Pop Friends,song,2023,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Art Pop Friends'; fabricação",Apenas participacao conjunta em podcast (Music Life); nenhuma musica 'Art Pop Friends' encontrada (music.apple.com),
8977,Caroline Polachek,Weyes Blood,My Enemy (Feature),song,2023,SUSPEITA,'My Enemy' é da Caroline Polachek (com Dido); com Weyes Blood incerto,,
8981,Japanese Breakfast,Rostam,Essentially (Feature),song,2021,SUSPEITA,Rostam produziu Japanese Breakfast; 'Essentially' como feature incerto,,
8983,Snail Mail,Girlpool,Indie Rock DC Scene,live,2018,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Indie Rock DC Scene'; fabricação","Snail Mail abriu turne do Girlpool em 2017-18, mas nenhum registro de show 'Indie Rock DC Scene' (songkick.com)",
8985,Soccer Mommy,Alex G,Indie Rock Friends,song,2019,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Indie Rock Friends'; fabricação",Soccer Mommy e Alex G aparecem em mixtape NPR separados; nenhuma musica 'Indie Rock Friends' conjunta (npr.org),
8987,Mitski,Angel Olsen,Indie Rock Feature,song,2018,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Indie Rock Feature'; fabricação",Mitski e Angel Olsen so em compilacao anti-Trump separados; nenhuma musica 'Indie Rock Feature' conjunta (musictimes.com),
8990,Alex G,Bartees Strange,Indie Rock Feature,song,2021,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Indie Rock Feature'; fabricação",Nenhuma colaboracao direta Alex G x Bartees Strange 'Indie Rock Feature' encontrada (allmusic.com),
8991,Waxahatchee,Julien Baker,Indie Folk Feature,song,2021,SUSPEITA,Waxahatchee e Julien Baker da mesma cena; faixa creditada incerta,,
8992,Waxahatchee,Indigo De Souza,Western Folk Scene,live,2022,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Western Folk Scene'; fabricação","Conexao via produtor Brad Cook, mas nenhum show conjunto 'Western Folk Scene' documentado (wikipedia.org)",
8993,Big Thief,Adrianne Lenker,Abysskiss Session,live,2018,SUSPEITA,'Abysskiss' é solo de Adrianne Lenker; sessão Big Thief incerta,,
8994,Adrianne Lenker,Phoebe Bridgers,Indie Folk Feature,live,2021,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Indie Folk Feature'; fabricação",Ambas em Bandsintown PLUS separadas em 2021; nenhum show conjunto 'Indie Folk Feature' (stereogum.com),
8997,Weyes Blood,Julia Holter,Art Pop LA Scene,live,2019,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Art Pop LA Scene'; fabricação","Sem registro de show/gravação Weyes Blood + Julia Holter intitulado 'Art Pop LA Scene'; título genérico, nada conclusivo (last.fm/rym)",
8998,Faye Webster,Clairo,Atlanta Scene Collab,song,2021,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: título genérico 'Atlanta Scene Collab'; fabricação","Só conteúdo fan/TikTok ('Forever A'); título 'Atlanta Scene Collab' é genérico, sem colaboração creditada real comprovada",
9000,Hovvdy,Lomelda,Good Feeling Music,song,2020,SUSPEITA,colaboração plausível mas não confirmada,,
9001,Lomelda,Squirrel Flower,Indie Folk Feature,song,2021,SUSPEITA,"título genérico, não verificável",,
9002,Squirrel Flower,Indigo De Souza,Indie Folk Scene,live,2022,SUSPEITA,"título genérico de cena, show não confirmado",,
9003,Indigo De Souza,Florist,Indie Folk Feature,song,2022,SUSPEITA,"título genérico, não verificável",,
9004,Bartees Strange,Mannequin Pussy,Indie Rock Scene,song,2021,SUSPEITA,título genérico de cena,,
9005,Bartees Strange,Big Thief,Alternative Country Scene,live,2021,SUSPEITA,"título genérico, show não confirmado",,
9006,Samia,Soccer Mommy,Indie Pop Feature,song,2021,SUSPEITA,"título genérico, não verificável",,
9007,Samia,Palehound,Indie Rock NYC Scene,live,2020,SUSPEITA,título genérico de cena,,
9008,Horsegirl,Slow Pulp,Indie Rock Scene,song,2022,SUSPEITA,"título genérico, não verificável",,
9009,Horsegirl,Snail Mail,Post-Punk Scene,live,2022,SUSPEITA,título genérico de cena,,
9010,Muna,boygenius,Scene Friends Feature,live,2022,SUSPEITA,"título genérico, show não confirmado",,
9011,Muna,Phoebe Bridgers,Kind of Girl (Feature),song,2022,SUSPEITA,título não corresponde a 'Silk Chiffon',,
9012,Muna,Charli XCX,Pop Scene Crossover,song,2022,SUSPEITA,"título genérico, não verificável",,
9013,Carly Rae Jepsen,Rostam,Emotion Collab,song,2015,SUSPEITA,título genérico; Rostam produziu mas faixa incerta,,
9014,Carly Rae Jepsen,Caroline Polachek,Pop Scene Feature,song,2022,SUSPEITA,"título genérico, não verificável",,
9015,Rostam,Vampire Weekend,Modern Vampires Feature,album,2013,SUSPEITA,Rostam era membro do Vampire Weekend; título genérico,,
9016,Vampire Weekend,Fleet Foxes,Indie Rock Tour Feature,live,2019,SUSPEITA,"título genérico, show não confirmado",,
9017,Grizzly Bear,Sufjan Stevens,Indie Folk Feature,song,2010,SUSPEITA,"título genérico, não verificável",,
9018,Fleet Foxes,Iron & Wine,Folk Rock Scene Feature,live,2011,SUSPEITA,título genérico de cena,,
9019,Fleet Foxes,Bon Iver,Folk Rock Feature,live,2017,SUSPEITA,"título genérico, show não confirmado",,
9020,Sylvan Esso,Indigo De Souza,Indie Electronic Feature,song,2022,SUSPEITA,"título genérico, não verificável",,
9021,Wye Oak,Sharon Van Etten,Indie Folk Feature,song,2019,SUSPEITA,"título genérico, não verificável",,
9022,Torres,Sharon Van Etten,Indie Rock NYC Scene,live,2017,SUSPEITA,título genérico de cena,,
9023,Anna Burch,Ratboys,Indie Pop Chicago Scene,live,2018,SUSPEITA,"título genérico, show não confirmado",,
9024,Cavetown,Chloe Moriondo,Bedroom Pop Feature,song,2020,SUSPEITA,"título genérico, não verificável",,
9025,Cavetown,mxmtoon,Indie Online Scene,song,2020,SUSPEITA,"título genérico, não verificável",,
9026,mxmtoon,Conan Gray,Growing Pains Feature,song,2019,SUSPEITA,"título genérico, não verificável",,
9027,Men I Trust,Jay Som,Dream Pop Collab,song,2020,SUSPEITA,"título genérico, não verificável",,
9028,Men I Trust,Fazerdaze,Dream Pop Scene,live,2020,SUSPEITA,título genérico de cena,,
9029,King Princess,Clairo,1950 Scene Feature,live,2019,SUSPEITA,"título genérico, show não confirmado",,
9030,King Princess,Charli XCX,Pop Scene Feature,song,2020,SUSPEITA,"título genérico, não verificável",,
9031,Arlo Parks,Girl in Red,Hope (Feature),song,2021,SUSPEITA,título não verificável entre as duas,,
9032,Arlo Parks,Phoebe Bridgers,Collapsed in Sunbeams Session,live,2021,SUSPEITA,sessão não confirmada,,
9033,Arlo Parks,Bon Iver,Black Dog (Session),song,2021,SUSPEITA,'Black Dog' é solo de Arlo Parks; feature incerto,,
9034,PinkPantheress,Charli XCX,UK Pop Scene Feature,song,2023,SUSPEITA,"título genérico, não verificável",,
9035,Remi Wolf,Omar Apollo,Indie Pop Feature,song,2021,SUSPEITA,"título genérico, não verificável",,
9036,Remi Wolf,Dominic Fike,Indie Alt Scene,song,2021,SUSPEITA,título genérico de cena,,
9037,Remi Wolf,Still Woozy,Indie Pop Collab,song,2022,SUSPEITA,"título genérico, não verificável",,
